,DPCP_AA_Rise (RNA),DPCP_AC_Rise (RNA),DPCP_AG_Rise (RNA),DPCP_AT_Rise (RNA),DPCP_CA_Rise (RNA),DPCP_CC_Rise (RNA),DPCP_CG_Rise (RNA),DPCP_CT_Rise (RNA),DPCP_GA_Rise (RNA),DPCP_GC_Rise (RNA),DPCP_GG_Rise (RNA),DPCP_GT_Rise (RNA),DPCP_TA_Rise (RNA),DPCP_TC_Rise (RNA),DPCP_TG_Rise (RNA),DPCP_TT_Rise (RNA),DPCP_AA_Roll (RNA),DPCP_AC_Roll (RNA),DPCP_AG_Roll (RNA),DPCP_AT_Roll (RNA),DPCP_CA_Roll (RNA),DPCP_CC_Roll (RNA),DPCP_CG_Roll (RNA),DPCP_CT_Roll (RNA),DPCP_GA_Roll (RNA),DPCP_GC_Roll (RNA),DPCP_GG_Roll (RNA),DPCP_GT_Roll (RNA),DPCP_TA_Roll (RNA),DPCP_TC_Roll (RNA),DPCP_TG_Roll (RNA),DPCP_TT_Roll (RNA),DPCP_AA_Shift (RNA),DPCP_AC_Shift (RNA),DPCP_AG_Shift (RNA),DPCP_AT_Shift (RNA),DPCP_CA_Shift (RNA),DPCP_CC_Shift (RNA),DPCP_CG_Shift (RNA),DPCP_CT_Shift (RNA),DPCP_GA_Shift (RNA),DPCP_GC_Shift (RNA),DPCP_GG_Shift (RNA),DPCP_GT_Shift (RNA),DPCP_TA_Shift (RNA),DPCP_TC_Shift (RNA),DPCP_TG_Shift (RNA),DPCP_TT_Shift (RNA),DPCP_AA_Slide (RNA),DPCP_AC_Slide (RNA),DPCP_AG_Slide (RNA),DPCP_AT_Slide (RNA),DPCP_CA_Slide (RNA),DPCP_CC_Slide (RNA),DPCP_CG_Slide (RNA),DPCP_CT_Slide (RNA),DPCP_GA_Slide (RNA),DPCP_GC_Slide (RNA),DPCP_GG_Slide (RNA),DPCP_GT_Slide (RNA),DPCP_TA_Slide (RNA),DPCP_TC_Slide (RNA),DPCP_TG_Slide (RNA),DPCP_TT_Slide (RNA),DPCP_AA_Tilt (RNA),DPCP_AC_Tilt (RNA),DPCP_AG_Tilt (RNA),DPCP_AT_Tilt (RNA),DPCP_CA_Tilt (RNA),DPCP_CC_Tilt (RNA),DPCP_CG_Tilt (RNA),DPCP_CT_Tilt (RNA),DPCP_GA_Tilt (RNA),DPCP_GC_Tilt (RNA),DPCP_GG_Tilt (RNA),DPCP_GT_Tilt (RNA),DPCP_TA_Tilt (RNA),DPCP_TC_Tilt (RNA),DPCP_TG_Tilt (RNA),DPCP_TT_Tilt (RNA),DPCP_AA_Twist (RNA),DPCP_AC_Twist (RNA),DPCP_AG_Twist (RNA),DPCP_AT_Twist (RNA),DPCP_CA_Twist (RNA),DPCP_CC_Twist (RNA),DPCP_CG_Twist (RNA),DPCP_CT_Twist (RNA),DPCP_GA_Twist (RNA),DPCP_GC_Twist (RNA),DPCP_GG_Twist (RNA),DPCP_GT_Twist (RNA),DPCP_TA_Twist (RNA),DPCP_TC_Twist (RNA),DPCP_TG_Twist (RNA),DPCP_TT_Twist (RNA)
A1_177,0.44520000000000004,0.06480000000000001,0.264,0.5184000000000001,0.18539999999999998,0.0,0.0,0.132,0.338,0.0644,0.1992,0.0,0.326,0.20279999999999998,0.1236,0.3816,0.9800000000000001,0.096,0.68,1.136,0.594,0.0,0.0,0.34,0.9400000000000001,0.122,0.726,0.0,1.07,0.564,0.396,0.84,-0.011200000000000002,0.0046,-0.0032,-0.0096,0.0066,-0.0,0.0,-0.0016,0.007000000000000001,0.0014000000000000002,-0.0006,0.0,-0.002,0.004200000000000001,0.0044,-0.0096,-0.1778,-0.0286,-0.12,-0.21760000000000002,-0.0876,-0.0,-0.0,-0.06,-0.17,-0.0278,-0.10679999999999999,-0.0,-0.145,-0.102,-0.0584,-0.1524,-0.11200000000000002,0.016,0.04,0.17600000000000002,0.06,0.0,-0.0,0.02,0.13,0.0,0.018,0.0,-0.020000000000000004,0.078,0.04,-0.096,4.340000000000001,0.64,2.4,5.28,1.8599999999999999,0.0,0.0,1.2,3.2,0.7000000000000001,1.92,0.0,3.2,1.92,1.24,3.7199999999999998
A1_178,0.44520000000000004,0.06480000000000001,0.264,0.5184000000000001,0.18539999999999998,0.0,0.0,0.132,0.2704,0.0644,0.2656,0.0,0.326,0.20279999999999998,0.1236,0.3816,0.9800000000000001,0.096,0.68,1.136,0.594,0.0,0.0,0.34,0.752,0.122,0.968,0.0,1.07,0.564,0.396,0.84,-0.011200000000000002,0.0046,-0.0032,-0.0096,0.0066,-0.0,0.0,-0.0016,0.005600000000000001,0.0014000000000000002,-0.0008,0.0,-0.002,0.004200000000000001,0.0044,-0.0096,-0.1778,-0.0286,-0.12,-0.21760000000000002,-0.0876,-0.0,-0.0,-0.06,-0.136,-0.0278,-0.1424,-0.0,-0.145,-0.102,-0.0584,-0.1524,-0.11200000000000002,0.016,0.04,0.17600000000000002,0.06,0.0,-0.0,0.02,0.10400000000000001,0.0,0.024,0.0,-0.020000000000000004,0.078,0.04,-0.096,4.340000000000001,0.64,2.4,5.28,1.8599999999999999,0.0,0.0,1.2,2.56,0.7000000000000001,2.56,0.0,3.2,1.92,1.24,3.7199999999999998
A2_26,1.5264,0.06480000000000001,0.7919999999999999,0.0,0.0618,0.0,0.0,0.0,0.8111999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.36,0.096,2.04,0.0,0.198,0.0,0.0,0.0,2.256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0384,0.0046,-0.0096,-0.0,0.0022,-0.0,0.0,-0.0,0.016800000000000002,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.6096,-0.0286,-0.36,-0.0,-0.0292,-0.0,-0.0,-0.0,-0.408,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.384,0.016,0.12,0.0,0.02,0.0,-0.0,0.0,0.312,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,14.879999999999999,0.64,7.199999999999999,0.0,0.62,0.0,0.0,0.0,7.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A2_27,1.5264,0.06480000000000001,0.7919999999999999,0.0,0.0618,0.0,0.0,0.0,0.8111999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.36,0.096,2.04,0.0,0.198,0.0,0.0,0.0,2.256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0384,0.0046,-0.0096,-0.0,0.0022,-0.0,0.0,-0.0,0.016800000000000002,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.6096,-0.0286,-0.36,-0.0,-0.0292,-0.0,-0.0,-0.0,-0.408,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.384,0.016,0.12,0.0,0.02,0.0,-0.0,0.0,0.312,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,14.879999999999999,0.64,7.199999999999999,0.0,0.62,0.0,0.0,0.0,7.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A2_28,1.59,0.06480000000000001,0.726,0.0,0.0618,0.0,0.0,0.0,0.8111999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.096,1.87,0.0,0.198,0.0,0.0,0.0,2.256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,0.0046,-0.0088,-0.0,0.0022,-0.0,0.0,-0.0,0.016800000000000002,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.635,-0.0286,-0.33,-0.0,-0.0292,-0.0,-0.0,-0.0,-0.408,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.4,0.016,0.11,0.0,0.02,0.0,-0.0,0.0,0.312,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,15.5,0.64,6.6,0.0,0.62,0.0,0.0,0.0,7.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A2_30,1.6536000000000002,0.06480000000000001,0.726,0.0,0.0618,0.0,0.0,0.0,0.7435999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.64,0.096,1.87,0.0,0.198,0.0,0.0,0.0,2.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.041600000000000005,0.0046,-0.0088,-0.0,0.0022,-0.0,0.0,-0.0,0.015400000000000002,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.6604,-0.0286,-0.33,-0.0,-0.0292,-0.0,-0.0,-0.0,-0.374,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.41600000000000004,0.016,0.11,0.0,0.02,0.0,-0.0,0.0,0.28600000000000003,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,16.12,0.64,6.6,0.0,0.62,0.0,0.0,0.0,7.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A2_32,1.59,0.06480000000000001,0.726,0.0,0.0618,0.0,0.0,0.0,0.8111999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.096,1.87,0.0,0.198,0.0,0.0,0.0,2.256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,0.0046,-0.0088,-0.0,0.0022,-0.0,0.0,-0.0,0.016800000000000002,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.635,-0.0286,-0.33,-0.0,-0.0292,-0.0,-0.0,-0.0,-0.408,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.4,0.016,0.11,0.0,0.02,0.0,-0.0,0.0,0.312,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,15.5,0.64,6.6,0.0,0.62,0.0,0.0,0.0,7.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A2_33,1.6536000000000002,0.06480000000000001,0.726,0.0,0.0618,0.0,0.0,0.0,0.7435999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.64,0.096,1.87,0.0,0.198,0.0,0.0,0.0,2.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.041600000000000005,0.0046,-0.0088,-0.0,0.0022,-0.0,0.0,-0.0,0.015400000000000002,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.6604,-0.0286,-0.33,-0.0,-0.0292,-0.0,-0.0,-0.0,-0.374,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.41600000000000004,0.016,0.11,0.0,0.02,0.0,-0.0,0.0,0.28600000000000003,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,16.12,0.64,6.6,0.0,0.62,0.0,0.0,0.0,7.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A2_34,1.6536000000000002,0.06480000000000001,0.726,0.0,0.0618,0.0,0.0,0.0,0.7435999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.64,0.096,1.87,0.0,0.198,0.0,0.0,0.0,2.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.041600000000000005,0.0046,-0.0088,-0.0,0.0022,-0.0,0.0,-0.0,0.015400000000000002,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.6604,-0.0286,-0.33,-0.0,-0.0292,-0.0,-0.0,-0.0,-0.374,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.41600000000000004,0.016,0.11,0.0,0.02,0.0,-0.0,0.0,0.28600000000000003,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,16.12,0.64,6.6,0.0,0.62,0.0,0.0,0.0,7.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A2_36,1.5264,0.06480000000000001,0.7919999999999999,0.0,0.0618,0.0,0.0,0.0,0.8111999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.36,0.096,2.04,0.0,0.198,0.0,0.0,0.0,2.256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0384,0.0046,-0.0096,-0.0,0.0022,-0.0,0.0,-0.0,0.016800000000000002,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.6096,-0.0286,-0.36,-0.0,-0.0292,-0.0,-0.0,-0.0,-0.408,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.384,0.016,0.12,0.0,0.02,0.0,-0.0,0.0,0.312,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,14.879999999999999,0.64,7.199999999999999,0.0,0.62,0.0,0.0,0.0,7.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A2_37,1.59,0.06480000000000001,0.726,0.0,0.0618,0.0,0.0,0.0,0.8111999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.096,1.87,0.0,0.198,0.0,0.0,0.0,2.256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,0.0046,-0.0088,-0.0,0.0022,-0.0,0.0,-0.0,0.016800000000000002,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.635,-0.0286,-0.33,-0.0,-0.0292,-0.0,-0.0,-0.0,-0.408,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.4,0.016,0.11,0.0,0.02,0.0,-0.0,0.0,0.312,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,15.5,0.64,6.6,0.0,0.62,0.0,0.0,0.0,7.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A2_39,1.6536000000000002,0.0,0.7919999999999999,0.0,0.0618,0.0,0.0,0.0,0.7435999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.64,0.0,2.04,0.0,0.198,0.0,0.0,0.0,2.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.041600000000000005,0.0,-0.0096,-0.0,0.0022,-0.0,0.0,-0.0,0.015400000000000002,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.6604,-0.0,-0.36,-0.0,-0.0292,-0.0,-0.0,-0.0,-0.374,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.41600000000000004,0.0,0.12,0.0,0.02,0.0,-0.0,0.0,0.28600000000000003,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,16.12,0.0,7.199999999999999,0.0,0.62,0.0,0.0,0.0,7.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A2_40,1.6536000000000002,0.0,0.7919999999999999,0.0,0.0,0.0,0.0,0.0,0.8111999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.64,0.0,2.04,0.0,0.0,0.0,0.0,0.0,2.256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.041600000000000005,0.0,-0.0096,-0.0,0.0,-0.0,0.0,-0.0,0.016800000000000002,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.6604,-0.0,-0.36,-0.0,-0.0,-0.0,-0.0,-0.0,-0.408,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.41600000000000004,0.0,0.12,0.0,0.0,0.0,-0.0,0.0,0.312,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,16.12,0.0,7.199999999999999,0.0,0.0,0.0,0.0,0.0,7.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A2_41,1.7172000000000003,0.0,0.726,0.0,0.0,0.0,0.0,0.0,0.8111999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7800000000000002,0.0,1.87,0.0,0.0,0.0,0.0,0.0,2.256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0432,0.0,-0.0088,-0.0,0.0,-0.0,0.0,-0.0,0.016800000000000002,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.6858000000000001,-0.0,-0.33,-0.0,-0.0,-0.0,-0.0,-0.0,-0.408,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.43200000000000005,0.0,0.11,0.0,0.0,0.0,-0.0,0.0,0.312,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,16.740000000000002,0.0,6.6,0.0,0.0,0.0,0.0,0.0,7.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A2_43,1.7172000000000003,0.0,0.7919999999999999,0.0,0.0,0.0,0.0,0.0,0.7435999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7800000000000002,0.0,2.04,0.0,0.0,0.0,0.0,0.0,2.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0432,0.0,-0.0096,-0.0,0.0,-0.0,0.0,-0.0,0.015400000000000002,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.6858000000000001,-0.0,-0.36,-0.0,-0.0,-0.0,-0.0,-0.0,-0.374,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.43200000000000005,0.0,0.12,0.0,0.0,0.0,-0.0,0.0,0.28600000000000003,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,16.740000000000002,0.0,7.199999999999999,0.0,0.0,0.0,0.0,0.0,7.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A2_44,1.6536000000000002,0.0,0.7919999999999999,0.0,0.0,0.0,0.0,0.0,0.8111999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.64,0.0,2.04,0.0,0.0,0.0,0.0,0.0,2.256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.041600000000000005,0.0,-0.0096,-0.0,0.0,-0.0,0.0,-0.0,0.016800000000000002,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.6604,-0.0,-0.36,-0.0,-0.0,-0.0,-0.0,-0.0,-0.408,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.41600000000000004,0.0,0.12,0.0,0.0,0.0,-0.0,0.0,0.312,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,16.12,0.0,7.199999999999999,0.0,0.0,0.0,0.0,0.0,7.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A2_45,1.7172000000000003,0.0,0.726,0.0,0.0,0.0,0.0,0.0,0.8111999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7800000000000002,0.0,1.87,0.0,0.0,0.0,0.0,0.0,2.256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0432,0.0,-0.0088,-0.0,0.0,-0.0,0.0,-0.0,0.016800000000000002,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.6858000000000001,-0.0,-0.33,-0.0,-0.0,-0.0,-0.0,-0.0,-0.408,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.43200000000000005,0.0,0.11,0.0,0.0,0.0,-0.0,0.0,0.312,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,16.740000000000002,0.0,6.6,0.0,0.0,0.0,0.0,0.0,7.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A2_46,1.7808000000000002,0.0,0.726,0.0,0.0,0.0,0.0,0.0,0.7435999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9200000000000004,0.0,1.87,0.0,0.0,0.0,0.0,0.0,2.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.044800000000000006,0.0,-0.0088,-0.0,0.0,-0.0,0.0,-0.0,0.015400000000000002,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.7112,-0.0,-0.33,-0.0,-0.0,-0.0,-0.0,-0.0,-0.374,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.44800000000000006,0.0,0.11,0.0,0.0,0.0,-0.0,0.0,0.28600000000000003,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,17.360000000000003,0.0,6.6,0.0,0.0,0.0,0.0,0.0,7.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A2_47,1.7808000000000002,0.0,0.726,0.0,0.0,0.0,0.0,0.0,0.7435999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9200000000000004,0.0,1.87,0.0,0.0,0.0,0.0,0.0,2.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.044800000000000006,0.0,-0.0088,-0.0,0.0,-0.0,0.0,-0.0,0.015400000000000002,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.7112,-0.0,-0.33,-0.0,-0.0,-0.0,-0.0,-0.0,-0.374,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.44800000000000006,0.0,0.11,0.0,0.0,0.0,-0.0,0.0,0.28600000000000003,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,17.360000000000003,0.0,6.6,0.0,0.0,0.0,0.0,0.0,7.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A2_49,1.7172000000000003,0.0,0.7919999999999999,0.0,0.0,0.0,0.0,0.0,0.7435999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7800000000000002,0.0,2.04,0.0,0.0,0.0,0.0,0.0,2.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0432,0.0,-0.0096,-0.0,0.0,-0.0,0.0,-0.0,0.015400000000000002,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.6858000000000001,-0.0,-0.36,-0.0,-0.0,-0.0,-0.0,-0.0,-0.374,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.43200000000000005,0.0,0.12,0.0,0.0,0.0,-0.0,0.0,0.28600000000000003,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,16.740000000000002,0.0,7.199999999999999,0.0,0.0,0.0,0.0,0.0,7.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A2_50,1.7172000000000003,0.0,0.726,0.0,0.0,0.0,0.0,0.0,0.8111999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7800000000000002,0.0,1.87,0.0,0.0,0.0,0.0,0.0,2.256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0432,0.0,-0.0088,-0.0,0.0,-0.0,0.0,-0.0,0.016800000000000002,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.6858000000000001,-0.0,-0.33,-0.0,-0.0,-0.0,-0.0,-0.0,-0.408,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.43200000000000005,0.0,0.11,0.0,0.0,0.0,-0.0,0.0,0.312,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,16.740000000000002,0.0,6.6,0.0,0.0,0.0,0.0,0.0,7.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A2_51,1.7172000000000003,0.0,0.7919999999999999,0.0,0.0,0.0,0.0,0.0,0.7435999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7800000000000002,0.0,2.04,0.0,0.0,0.0,0.0,0.0,2.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0432,0.0,-0.0096,-0.0,0.0,-0.0,0.0,-0.0,0.015400000000000002,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.6858000000000001,-0.0,-0.36,-0.0,-0.0,-0.0,-0.0,-0.0,-0.374,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.43200000000000005,0.0,0.12,0.0,0.0,0.0,-0.0,0.0,0.28600000000000003,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,16.740000000000002,0.0,7.199999999999999,0.0,0.0,0.0,0.0,0.0,7.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A2_52,1.6536000000000002,0.0,0.7919999999999999,0.0,0.0,0.0,0.0,0.0,0.8111999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.64,0.0,2.04,0.0,0.0,0.0,0.0,0.0,2.256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.041600000000000005,0.0,-0.0096,-0.0,0.0,-0.0,0.0,-0.0,0.016800000000000002,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.6604,-0.0,-0.36,-0.0,-0.0,-0.0,-0.0,-0.0,-0.408,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.41600000000000004,0.0,0.12,0.0,0.0,0.0,-0.0,0.0,0.312,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,16.12,0.0,7.199999999999999,0.0,0.0,0.0,0.0,0.0,7.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A2_53,1.59,0.0,0.858,0.0,0.0,0.0,0.0,0.0,0.8111999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,2.21,0.0,0.0,0.0,0.0,0.0,2.256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,0.0,-0.010400000000000001,-0.0,0.0,-0.0,0.0,-0.0,0.016800000000000002,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.635,-0.0,-0.39,-0.0,-0.0,-0.0,-0.0,-0.0,-0.408,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.4,0.0,0.13,0.0,0.0,0.0,-0.0,0.0,0.312,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,15.5,0.0,7.800000000000001,0.0,0.0,0.0,0.0,0.0,7.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A2_54,1.59,0.0,0.7919999999999999,0.0,0.0,0.0,0.0,0.0,0.8111999999999999,0.0,0.0664,0.0,0.0,0.0,0.0,0.0,3.5,0.0,2.04,0.0,0.0,0.0,0.0,0.0,2.256,0.0,0.242,0.0,0.0,0.0,0.0,0.0,-0.04,0.0,-0.0096,-0.0,0.0,-0.0,0.0,-0.0,0.016800000000000002,0.0,-0.0002,0.0,-0.0,0.0,0.0,-0.0,-0.635,-0.0,-0.36,-0.0,-0.0,-0.0,-0.0,-0.0,-0.408,-0.0,-0.0356,-0.0,-0.0,-0.0,-0.0,-0.0,-0.4,0.0,0.12,0.0,0.0,0.0,-0.0,0.0,0.312,0.0,0.006,0.0,-0.0,0.0,0.0,-0.0,15.5,0.0,7.199999999999999,0.0,0.0,0.0,0.0,0.0,7.68,0.0,0.64,0.0,0.0,0.0,0.0,0.0
A2_55,1.59,0.0,0.7919999999999999,0.0,0.0,0.0,0.0,0.0,0.8111999999999999,0.0,0.0664,0.0,0.0,0.0,0.0,0.0,3.5,0.0,2.04,0.0,0.0,0.0,0.0,0.0,2.256,0.0,0.242,0.0,0.0,0.0,0.0,0.0,-0.04,0.0,-0.0096,-0.0,0.0,-0.0,0.0,-0.0,0.016800000000000002,0.0,-0.0002,0.0,-0.0,0.0,0.0,-0.0,-0.635,-0.0,-0.36,-0.0,-0.0,-0.0,-0.0,-0.0,-0.408,-0.0,-0.0356,-0.0,-0.0,-0.0,-0.0,-0.0,-0.4,0.0,0.12,0.0,0.0,0.0,-0.0,0.0,0.312,0.0,0.006,0.0,-0.0,0.0,0.0,-0.0,15.5,0.0,7.199999999999999,0.0,0.0,0.0,0.0,0.0,7.68,0.0,0.64,0.0,0.0,0.0,0.0,0.0
A2_57,1.7172000000000003,0.0,0.726,0.0,0.0,0.0,0.0,0.0,0.7435999999999999,0.0,0.0664,0.0,0.0,0.0,0.0,0.0,3.7800000000000002,0.0,1.87,0.0,0.0,0.0,0.0,0.0,2.068,0.0,0.242,0.0,0.0,0.0,0.0,0.0,-0.0432,0.0,-0.0088,-0.0,0.0,-0.0,0.0,-0.0,0.015400000000000002,0.0,-0.0002,0.0,-0.0,0.0,0.0,-0.0,-0.6858000000000001,-0.0,-0.33,-0.0,-0.0,-0.0,-0.0,-0.0,-0.374,-0.0,-0.0356,-0.0,-0.0,-0.0,-0.0,-0.0,-0.43200000000000005,0.0,0.11,0.0,0.0,0.0,-0.0,0.0,0.28600000000000003,0.0,0.006,0.0,-0.0,0.0,0.0,-0.0,16.740000000000002,0.0,6.6,0.0,0.0,0.0,0.0,0.0,7.04,0.0,0.64,0.0,0.0,0.0,0.0,0.0
